Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
991-10-3,319.2914139223991,1,55,8.0,12.0,27,315,279,23334,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-10-3.jpg
451-13-2,220.3969696196703,0,16,2.0,6.0,12,133,219,7831,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-13-2.jpg
454-50-3,697.3696244092025,2,23,3.0,10.0,21,348,604,24851,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50-3.jpg
454-59-1,633.6833329081871,1,10,3.0,9.0,38,452,548,22594,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-59-1.jpg
454-66-4,549.1442276647856,8,19,8.0,14.0,31,652,358,26643,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-66-4.jpg
451-10-3,419.74220741123247,1,12,6.0,10.5,21,359,344,18663,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-10-3.jpg
454-60-2,494.11984104714537,3,28,7.0,11.5,24,372,442,33106,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-60-2.jpg
447-4-3,339.8355697996832,1,21,4.0,7.0,14,167,283,15948,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-4-3.jpg
454-55-1,374.22034611053357,3,14,6.0,7.0,14,205,260,12337,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-55-1.jpg
451-12,849.8893936688463,4,23,4.0,12.5,45,504,648,30987,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-12.jpg
454-65-4,344.26702730475915,0,7,2.0,4.5,10,186,335,11412,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-65-4.jpg
447-4-1,294.4091629284902,1,13,4.0,7.5,23,168,283,16039,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-4-1.jpg
454-61-3,660.582827844799,0,11,2.0,7.0,20,557,528,14706,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-61-3.jpg
453-6-2,662.796031280395,4,20,8.0,14.0,37,338,514,41294,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-6-2.jpg
451-13,106.78174593052013,0,17,1.0,4.5,8,173,161,3797,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-13.jpg
991-9-4,151.68124086713192,0,3,2.0,4.5,8,175,137,2678,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-9-4.jpg
451-12-1,685.2914139223994,1,10,3.0,7.5,48,503,647,22465,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-12-1.jpg
451-14-3,341.629509039024,0,11,4.0,5.5,17,436,251,9750,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-14-3.jpg
451-12-4,699.8010819142784,1,8,3.0,9.0,26,429,641,23209,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-12-4.jpg
454-65-1,376.52186130069845,1,8,3.0,6.5,12,362,344,13023,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-65-1.jpg
447-5-3,505.14927829866804,2,16,4.0,9.5,29,314,471,19946,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-5-3.jpg
454-50-4,657.190908859011,3,15,4.0,8.5,30,259,602,23728,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50-4.jpg
451-14-4,296.7645019878179,0,7,2.0,5.0,12,221,251,6189,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-14-4.jpg
454-55-3,335.63455967290685,2,16,5.0,8.0,22,194,261,13021,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-55-3.jpg
454-58-3,490.81832585698055,1,25,6.0,11.0,62,288,434,30010,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-58-3.jpg
454-66-1,456.2914139223991,7,18,6.0,15.5,33,286,359,24895,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-66-1.jpg
454-58,527.7594513539353,5,28,7.0,13.5,44,361,410,30867,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-58.jpg
451-10-2,440.27922061357935,2,15,4.0,11.0,24,234,348,15923,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-10-2.jpg
446-3,485.65894629054714,5,32,4.0,14.5,32,425,408,26891,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/446-3.jpg
454-60-4,560.7178207935923,0,20,6.0,11.0,26,380,494,34426,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-60-4.jpg
454-49-1,558.1492782986683,2,14,3.0,8.0,30,511,552,17237,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-49-1.jpg
454-67,628.4457428549501,5,26,4.0,13.0,29,290,459,23451,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-67.jpg
454-50-1,633.5756851698615,3,20,3.0,9.0,20,341,592,23409,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50-1.jpg
454-59-3,661.0975464705602,2,9,3.0,8.5,36,455,579,22880,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-59-3.jpg
454-52-2,553.7300141024126,0,16,5.0,7.5,15,288,483,27706,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-52-2.jpg
447-5,548.5340546095185,4,25,4.0,11.5,23,456,529,29185,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-5.jpg
