Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
454-26-1,857.2518754031112,6,29,4.0,14.5,39,406,731,54262,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-26-1.jpg
453-03-3,1049.7392488184046,3,14,3.0,8.0,24,577,788,41937,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-03-3.jpg
446-02-2,803.8670990922611,10,31,7.0,18.5,48,534,586,61069,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/446-02-2.jpg
446-02-4,769.5483399593933,10,30,6.5,15.5,40,532,567,58917,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/446-02-4.jpg
454-22-4,751.4995667241129,6,23,6.0,16.0,52,578,636,56885,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-22-4.jpg
449-01-3,782.5340546095184,7,60,5.0,18.0,45,698,727,60904,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/449-01-3.jpg
452-03-1,728.8965363437834,2,15,4.0,8.5,25,536,622,37611,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-03-1.jpg
991-03-1,784.0609665441,4,23,2.0,11.0,35,342,721,24466,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-03-1.jpg
454-19-1,949.2346314604088,7,21,4.0,13.0,31,398,783,48802,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-19-1.jpg
454-29-2,644.2497833620564,2,17,2.0,11.5,38,397,662,22492,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-29-2.jpg
454-26-2,982.281312654634,5,24,4.0,17.5,42,743,690,58574,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-26-2.jpg
454-28-2,784.0853531617398,9,15,2.0,16.0,44,608,515,27325,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-28-2.jpg
451-06-2,1550.895669792011,6,20,4.0,12.0,41,776,1109,69421,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-06-2.jpg
447-02,381.7523086789977,4,15,3.0,8.5,26,229,357,13148,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-02.jpg
452-01,768.6711395993673,6,74,4.0,15.5,41,547,788,45704,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-01.jpg
991-01-3,902.695526217007,2,25,6.0,15.0,38,534,645,59748,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-01-3.jpg
454-29,466.85281374238605,0,9,1.0,6.0,11,98,897,12045,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-29.jpg
454-22-2,734.7005768508895,9,29,7.0,17.0,41,577,615,59596,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-22-2.jpg
454-27,566.149278298668,0,16,2.0,10.0,32,248,547,19308,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-27.jpg
454-32-1,401.3158005400392,2,24,3.0,10.5,28,321,316,12497,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-32-1.jpg
454-23-3,647.8721497261436,5,27,2.0,15.0,67,364,566,25869,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-23-3.jpg
991-01-4,911.5239533417532,6,25,5.0,14.5,34,479,656,53310,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-01-4.jpg
447-01-2,731.1736649163083,3,19,5.0,13.5,44,352,631,42255,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-01-2.jpg
991-02-4,772.2691193458139,2,40,6.0,11.5,27,471,642,53852,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-02-4.jpg
454-21-1,536.1370849898483,1,11,2.0,6.0,13,385,514,11805,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-21-1.jpg
454-28,1109.0458146424521,5,15,2.0,18.0,53,665,541,27584,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-28.jpg
451-9,547.6883835420697,1,5,2.0,3.0,5,296,480,12137,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-9.jpg
991-8-1,1293.6458864299543,5,55,6.0,17.0,78,1044,1184,87880,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-8-1.jpg
454-34-4,917.5971131946737,3,16,10.0,13.0,38,595,379,51298,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-34-4.jpg
452-8-1,1147.5209947489252,2,4,3.0,8.0,17,834,539,20690,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-8-1.jpg
454-45-1,994.8914857099011,5,9,7.0,14.5,61,960,412,36485,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-45-1.jpg
454-34-1,913.6194077712591,6,44,8.0,13.5,30,1021,469,55431,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-34-1.jpg
452-7-4,950.5361466505734,5,16,5.0,19.0,73,799,463,41783,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-7-4.jpg
991-6-2,621.1858582251282,7,18,8.0,15.5,65,636,525,50906,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-6-2.jpg
991-8-3,1284.6164491784316,4,25,8.0,17.0,39,1124,871,75904,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-8-3.jpg
454-46-3,866.2396820942911,0,36,5.0,14.0,52,548,726,50899,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-46-3.jpg
454-43-3,846.6883835420697,5,17,4.0,12.5,34,575,805,40165,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-43-3.jpg
453-5-1,764.1909088590111,2,10,3.0,7.5,17,313,724,27060,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/453-5-1.jpg
991-8-2,1182.0336213336323,3,28,7.0,16.0,64,729,1020,80933,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-8-2.jpg
451-8-4,1324.0458146424521,4,30,3.0,17.0,42,621,921,62038,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-8-4.jpg
991-8-4,1306.7636354360448,3,41,5.0,17.0,54,688,1038,71829,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-8-4.jpg
448-1-1,592.5950211536185,5,24,6.0,11.5,30,412,425,29494,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/448-1-1.jpg
IMG_0152,1208.5117600329331,4,16,3.0,11.5,25,766,1049,56837,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0152.jpg
454-36,1429.846896556731,0,14,4.0,8.0,17,954,1109,54310,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-36.jpg
454-35-4,848.8031739553327,9,31,8.0,19.5,59,647,612,59767,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-35-4.jpg
454-41-2,870.1219330882002,5,21,2.0,13.5,53,474,726,31762,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-41-2.jpg
454-47-2,1281.6143571373761,8,38,9.0,18.5,53,1311,750,87422,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-47-2.jpg
454-39-3,963.3229432149772,1,14,4.0,12.5,54,830,640,31484,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-39-3.jpg
H16-1,887.788888605458,3,8,2.0,6.5,13,298,748,19176,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-1.jpg
991-6-3,788.8010819142779,5,17,7.0,15.0,51,561,551,46833,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-6-3.jpg
450-2-1,1245.5899705197362,6,17,3.0,15.5,59,737,1060,51940,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/450-2-1.jpg
451-8,1154.2224381515884,5,14,3.0,15.5,31,482,924,59062,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-8.jpg
454-35-1,929.3473298326169,4,28,7.0,18.0,55,575,807,70697,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-35-1.jpg
454-36-3,1366.6997102991172,1,11,5.0,13.0,44,1117,929,56720,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-36-3.jpg
454-48-4,780.7077195258271,3,20,5.0,11.5,26,420,645,39352,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-48-4.jpg
454-48,1290.391052434015,4,28,3.0,10.5,24,668,1064,51382,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-48.jpg
454-42-4,1145.3616151824917,5,27,5.0,12.5,33,812,558,41378,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-42-4.jpg
451-7-2,979.671139599367,5,25,3.0,11.5,25,514,893,40161,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-7-2.jpg
H16-2-1,1335.4844148224659,1,18,2.0,7.5,31,746,936,37511,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-2-1.jpg
454-39,1006.0681092190378,1,23,4.0,12.5,85,893,656,31933,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-39.jpg
IMG_0155,1337.0752518939748,3,12,3.0,16.0,42,541,1020,50051,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0155.jpg
454-40-4,913.595021153619,3,28,6.0,12.0,29,867,796,51043,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-40-4.jpg
453-5-2,710.03657992646,0,13,3.0,6.0,13,162,694,24793,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/453-5-2.jpg
452-6-1,1097.7544007200522,2,19,5.0,10.5,57,490,1006,64730,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-6-1.jpg
454-39-1,1007.8254685319183,2,29,4.0,14.5,64,895,657,32629,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-39-1.jpg
450-2-2,1116.5361466505735,6,15,5.0,14.5,49,622,1020,62954,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/450-2-2.jpg
452-7,1087.4427842621226,2,6,8.0,16.5,110,738,374,39088,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-7.jpg
454-41-1,968.1513703397227,3,19,1.0,15.0,37,711,770,35747,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-41-1.jpg
IMG_0154,1733.788022053685,2,9,3.0,11.0,29,778,1041,51974,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0154.jpg
451-7,1145.7463914933423,6,15,3.0,13.0,72,853,829,39448,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-7.jpg
454-44-4,1221.0529573173899,2,27,8.0,19.0,104,1022,891,89421,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-44-4.jpg
450-2-4,1386.8397538817928,5,20,4.0,14.0,59,791,1111,65566,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/450-2-4.jpg
451-9-1,547.1025971044428,1,6,2.0,2.5,4,296,480,12132,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-9-1.jpg
451-8-3,1068.9848480983517,5,15,2.0,16.5,49,462,938,51064,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-8-3.jpg
IMG_0148,1159.6488450227816,4,15,5.0,17.5,50,635,834,58232,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0148.jpg
454-43-2,1088.3006486383917,6,21,3.0,12.5,38,784,883,49195,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-43-2.jpg
H16-1-1,886.6173157302043,3,8,2.0,6.0,13,293,747,19186,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-1-1.jpg
991-7-2,1396.5159441150433,10,39,8.0,21.5,94,902,1078,106040,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-7-2.jpg
454-45,995.2346314604087,5,9,7.0,14.5,84,957,415,37581,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-45.jpg
454-40-3,838.803173955333,3,33,5.0,11.5,22,604,657,48419,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-40-3.jpg
454-41,969.7371567773495,2,18,1.0,16.5,48,711,770,35669,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-41.jpg
452-8-4,701.4995667241135,2,13,3.0,6.0,11,411,395,18457,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-8-4.jpg
454-47,1196.6265504461965,6,21,7.0,17.0,89,964,790,77898,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-47.jpg
454-47-4,1108.9209229614237,7,28,7.0,16.0,46,845,807,79538,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-47-4.jpg
454-40-1,893.5777772109163,3,36,4.0,9.5,27,759,770,42307,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-40-1.jpg
447-3-2,779.967604155649,1,21,3.0,6.5,13,424,721,30771,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/447-3-2.jpg
454-40-2,1136.3422791987343,2,21,6.0,12.0,26,783,689,46847,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-40-2.jpg
454-37-1,953.945309579064,6,25,7.0,17.0,59,755,485,54353,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-37-1.jpg
IMG_0151 451-7,1202.683332908187,4,19,3.0,12.0,31,765,1048,56890,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0151 451-7.jpg
452-8-3,959.673231640422,2,8,2.0,9.0,25,778,527,20522,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-8-3.jpg
454-44-1,1255.839753881793,8,22,6.0,17.5,57,978,907,81858,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-44-1.jpg
447-3-1,844.4701294725907,0,16,3.0,8.5,23,622,777,37448,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/447-3-1.jpg
454-46-4,830.8376618407382,4,25,5.0,14.5,32,892,694,50424,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-46-4.jpg
454-37,954.9453095790641,6,25,7.0,16.5,50,755,487,54392,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-37.jpg
454-40,889.9919907732894,3,24,4.0,10.0,21,755,771,42271,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-40.jpg
453-5-4,755.9777054234146,1,9,2.0,7.0,18,253,720,26069,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/453-5-4.jpg
454-34-3,828.4894654563481,6,13,8.0,13.0,29,817,393,49098,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-34-3.jpg
H16-1-2,1192.8204178980357,2,7,2.0,7.5,25,451,800,22377,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-1-2.jpg
451-7-4,791.658946290547,2,11,4.0,10.0,19,353,662,32209,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-7-4.jpg
454-37-4,1399.8347032479107,1,12,4.0,10.0,32,842,1195,70930,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-37-4.jpg
448-1-4,863.5239533417531,4,21,4.0,17.0,57,730,413,26185,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/448-1-4.jpg
452-6-3,1164.9230150024787,4,22,4.0,11.5,27,721,1088,65182,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-6-3.jpg
454-37-2,1518.5748186180888,2,61,4.0,14.5,45,966,1113,67217,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-37-2.jpg
451-9-2,507.43354954613056,1,6,2.0,4.0,14,292,452,11503,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-9-2.jpg
448-1-2,1007.335136523797,4,17,6.0,13.5,44,743,462,33827,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/448-1-2.jpg
454-48-2,1109.399061660725,6,38,4.0,11.5,23,466,1020,49598,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-48-2.jpg
H16-2,1334.8275605729734,1,16,2.0,8.0,28,747,936,37515,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-2.jpg
454-44-2,1220.520994748926,6,25,7.0,18.5,89,1018,917,86782,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-44-2.jpg
451-7-3,1203.893577750956,3,15,3.0,17.5,47,670,902,43096,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-7-3.jpg
452-8,1150.9352083112983,1,5,3.0,7.5,16,832,540,20701,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-8.jpg
454-43-1,1045.479364188583,7,38,3.0,9.0,22,684,862,44064,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-43-1.jpg
454-39-4,671.9777054234146,0,21,3.0,9.5,37,403,650,25275,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-39-4.jpg
454-45-4,744.607214462439,7,25,9.0,13.5,57,836,373,34737,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-45-4.jpg
454-47-3,1319.645886429954,5,20,7.0,13.5,34,965,763,78329,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-47-3.jpg
450-2-3,1207.2346314604088,2,20,3.0,12.5,72,670,1089,48466,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/450-2-3.jpg
H16-1-3,1002.274169979697,3,11,2.0,8.0,37,160,850,18179,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-1-3.jpg
454-41-4,732.4650788387079,3,20,3.0,12.0,27,461,597,24937,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-41-4.jpg
454-42-1,813.796031280395,4,19,6.0,12.0,45,881,474,32843,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-42-1.jpg
IMG_0146 447-3,1185.0600999923274,4,18,5.0,11.0,35,786,842,65270,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0146 447-3.jpg
454-38-4,787.7665940288728,1,18,3.0,9.0,37,282,661,23694,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-38-4.jpg
454-45-2,567.9137802864866,5,19,8.0,14.0,53,604,370,29826,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-45-2.jpg
454-47-1,1191.3128419472118,7,25,7.0,17.0,87,969,790,77877,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-47-1.jpg
451-7-1,1145.3321779309692,6,14,3.0,13.5,76,846,828,40091,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-7-1.jpg
450-2,1245.9331162702438,6,25,3.0,15.0,59,725,1061,52210,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/450-2.jpg
IMG_0153,1413.4183976444824,4,18,3.0,14.5,46,539,1099,56841,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0153.jpg
454-35-3,769.984848098352,4,33,10.0,18.0,40,511,594,65173,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-35-3.jpg
454-43-4,967.4062043356626,4,22,3.0,14.0,48,865,807,48764,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-43-4.jpg
452-7-2,713.1513703397233,6,17,5.0,17.0,61,689,417,43085,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-7-2.jpg
454-38,664.1564209736058,1,10,3.0,7.0,14,527,581,23128,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-38.jpg
991-7-3,1236.2560594852212,7,40,10.0,23.5,60,890,912,112446,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-7-3.jpg
454-44,1314.4499269370601,12,36,6.0,19.5,59,962,933,89080,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-44.jpg
454-36-2,1198.2123368838236,1,14,2.0,9.5,26,625,997,43674,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-36-2.jpg
447-3,825.1269837220831,0,17,3.0,9.0,24,623,775,37383,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/447-3.jpg
454-39-2,681.764501987818,1,20,4.0,11.0,34,376,642,29346,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-39-2.jpg
454-42,811.8965363437833,3,24,6.0,11.5,43,880,474,32864,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-42.jpg
454-36-4,1185.690475583125,1,17,3.0,10.0,116,563,981,46379,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-36-4.jpg
452-7-3,837.3696244092023,4,21,5.0,13.5,54,698,425,35093,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-7-3.jpg
451-8-1,1157.5361466505733,5,15,3.0,15.0,34,482,921,58718,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-8-1.jpg
452-7-1,1087.6143571373764,3,12,8.0,17.5,69,737,373,38996,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-7-1.jpg
453-5,764.776695296638,2,11,3.0,7.5,17,314,724,27148,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/453-5.jpg
454-46-1,875.3351365237968,0,20,5.0,13.5,51,542,716,51879,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-46-1.jpg
991-6-1,1404.5554826343307,3,18,6.0,17.0,66,970,666,49508,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-6-1.jpg
454-41-3,834.0580079512722,3,24,5.0,13.0,31,686,571,32912,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-41-3.jpg
IMG_0147,1183.4743135547005,4,17,5.0,11.0,32,787,842,65185,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/IMG_0147.jpg
452-6-4,1228.7220048757022,5,21,5.0,10.0,21,578,988,66952,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-6-4.jpg
448-1-3,723.1269837220827,3,8,2.0,15.0,39,488,471,28124,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/448-1-3.jpg
451-9-4,546.7350647362954,0,5,2.0,5.0,25,309,514,11479,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-9-4.jpg
454-42-3,1047.5849198858539,1,13,3.0,9.5,45,776,737,38022,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-42-3.jpg
447-3-4,941.9970414071721,2,17,3.0,9.0,18,412,857,39429,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/447-3-4.jpg
451-8-2,1076.2985565973365,7,20,3.0,15.0,53,621,956,65643,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-8-2.jpg
454-38-2,778.5950211536191,4,14,3.0,8.0,57,291,583,21519,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-38-2.jpg
451-9-3,564.0975464705601,0,3,2.0,4.0,10,392,471,11651,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/451-9-3.jpg
454-38-3,805.3595231414373,2,13,3.0,8.0,22,573,613,26715,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-38-3.jpg
454-42-2,810.3717164502568,1,18,5.0,10.0,21,665,545,35381,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-42-2.jpg
H16-2-3,1414.9717882377593,3,13,3.0,8.5,24,851,937,41598,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-2-3.jpg
454-44-3,1063.3961030678977,8,39,5.0,18.0,48,819,858,66790,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-44-3.jpg
454-45-3,1087.7270555095845,3,13,7.0,13.0,63,892,370,31870,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-45-3.jpg
991-7-1,1119.371716450257,5,36,8.0,18.5,57,669,936,91429,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/991-7-1.jpg
454-34,913.9625535217667,7,58,8.0,13.5,35,1021,470,55644,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/454-34.jpg
H16-2-4,1251.520994748926,2,18,2.0,8.0,19,851,968,39795,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/H16-2-4.jpg
452-8-2,761.1219330882005,2,6,2.0,6.0,83,417,568,23081,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/452-8-2.jpg
448-1,585.8376618407378,5,12,5.0,11.5,36,411,427,29212,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/5/2020_10_28/448-1.jpg
